iter	Passed	Remaining
402	12335	18273
403	12361	18236
404	12388	18200
405	12414	18162
406	12439	18125
407	12466	18087
408	12497	18059
409	12525	18023
410	12550	17986
411	12577	17950
412	12603	17913
413	12629	17876
414	12655	17839
415	12682	17803
416	12706	17765
417	12732	17728
418	12760	17693
419	12787	17658
420	12815	17624
421	12844	17592
422	12872	17559
423	12902	17527
424	12932	17496
425	12959	17462
426	12983	17423
427	13011	17389
428	13041	17358
429	13069	17325
430	13100	17295
431	13136	17272
432	13170	17246
433	13198	17212
434	13227	17180
435	13252	17143
436	13278	17107
437	13305	17072
438	13334	17039
439	13360	17004
440	13387	16969
441	13413	16933
442	13439	16898
443	13465	16862
444	13493	16829
445	13526	16801
446	13559	16774
447	13588	16742
448	13621	16716
449	13652	16686
450	13679	16651
451	13712	16625
452	13741	16593
453	13771	16561
454	13801	16531
455	13833	16503
456	13863	16472
457	13897	16446
458	13927	16415
459	13957	16384
460	13988	16355
461	14020	16326
462	14046	16292
463	14077	16262
464	14105	16229
465	14133	16196
466	14161	16163
467	14189	16129
468	14218	16098
469	14244	16063
470	14275	16033
471	14303	16000
472	14333	15969
473	14367	15943
474	14395	15910
475	14422	15877
476	14456	15850
477	14487	15821
478	14518	15791
479	14547	15759
480	14578	15730
481	14605	15696
482	14636	15666
483	14667	15636
484	14695	15604
485	14724	15572
486	14757	15544
487	14787	15514
488	14816	15482
489	14849	15455
490	14882	15427
491	14913	15398
492	14940	15364
493	14972	15335
494	15002	15305
495	15027	15270
496	15057	15239
497	15085	15206
498	15117	15178
499	15147	15147
500	15177	15116
501	15205	15083
502	15235	15053
503	15264	15022
504	15295	14992
505	15326	14963
506	15353	14929
507	15383	14899
508	15411	14866
509	15440	14834
510	15469	14803
511	15501	14775
512	15528	14741
513	15554	14706
514	15576	14669
515	15601	14633
516	15622	14595
517	15645	14557
518	15668	14521
519	15693	14486
520	15719	14452
521	15749	14421
522	15775	14388
523	15806	14358
524	15831	14323
525	15854	14286
526	15884	14257
527	15911	14223
528	15943	14195
529	15971	14163
530	15999	14130
531	16023	14096
532	16050	14063
533	16076	14029
534	16101	13994
535	16132	13965
536	16159	13932
537	16189	13902
538	16219	13872
539	16251	13843
540	16276	13809
541	16303	13777
542	16329	13743
543	16354	13708
544	16384	13679
545	16409	13644
546	16433	13609
547	16456	13573
548	16485	13542
549	16511	13509
550	16537	13476
551	16564	13444
552	16591	13410
553	16616	13377
554	16643	13344
555	16669	13311
556	16696	13278
557	16724	13247
558	16752	13216
559	16783	13187
560	16811	13155
561	16844	13128
562	16872	13096
563	16899	13064
564	16928	13033
565	16954	13000
566	16984	12970
567	17012	12938
568	17045	12911
569	17075	12881
570	17105	12851
571	17138	12824
572	17170	12795
573	17202	12766
574	17231	12736
575	17259	12705
576	17289	12674
577	17319	12644
578	17352	12616
579	17382	12587
580	17414	12558
581	17443	12528
582	17474	12499
583	17503	12468
584	17530	12436
585	17564	12408
586	17594	12378
587	17627	12350
588	17656	12320
589	17682	12287
590	17712	12257
591	17739	12226
592	17765	12193
593	17800	12166
594	17827	12134
595	17854	12103
596	17881	12070
597	17911	12040
598	17939	12009
599	17968	11978
600	17996	11947
601	18027	11918
602	18055	11887
603	18085	11857
604	18110	11824
605	18137	11792
606	18169	11763
607	18201	11734
608	18231	11705
609	18255	11671
610	18284	11640
611	18316	11612
612	18347	11583
613	18372	11549
614	18398	11517
615	18425	11485
616	18451	11453
617	18478	11422
618	18508	11392
619	18536	11360
620	18566	11331
621	18598	11302
622	18629	11273
623	18660	11244
624	18693	11215
625	18721	11185
626	18752	11155
627	18781	11125
628	18808	11093
629	18834	11061
630	18860	11029
631	18885	10996
632	18911	10964
633	18935	10931
634	18962	10899
635	18991	10869
636	19020	10838
637	19054	10811
638	19081	10780
639	19109	10749
640	19140	10720
641	19171	10690
642	19201	10660
643	19242	10637
644	19271	10606
645	19297	10574
646	19322	10542
647	19347	10509
648	19372	10477
649	19399	10445
650	19427	10414
651	19456	10384
652	19485	10354
653	19519	10326
654	19547	10295
655	19577	10266
656	19607	10236
657	19635	10205
658	19664	10175
659	19690	10143
660	19718	10112
661	19746	10082
662	19777	10053
663	19806	10022
664	19831	9990
665	19860	9960
666	19893	9931
667	19923	9902
668	19949	9870
669	19980	9841
670	20006	9809
671	20033	9778
672	20062	9748
673	20089	9716
674	20117	9686
675	20148	9657
676	20178	9627
677	20209	9598
678	20236	9566
679	20263	9535
680	20290	9504
681	20318	9474
682	20345	9442
683	20371	9411
684	20398	9380
685	20425	9349
686	20452	9318
687	20479	9287
688	20505	9255
689	20533	9225
690	20559	9193
691	20587	9163
692	20614	9132
693	20640	9100
694	20667	9069
695	20694	9038
696	20721	9008
697	20747	8976
698	20774	8945
699	20799	8913
700	20826	8883
701	20853	8852
702	20879	8821
703	20908	8791
704	20934	8759
705	20961	8728
706	20988	8698
707	21016	8667
708	21042	8636
709	21069	8605
710	21096	8575
711	21131	8547
712	21159	8517
713	21187	8486
714	21214	8456
715	21241	8425
716	21267	8394
717	21296	8364
718	21325	8334
719	21354	8304
720	21386	8275
721	21416	8246
722	21444	8215
723	21473	8186
724	21500	8155
725	21526	8124
726	21553	8093
727	21580	8063
728	21608	8032
729	21637	8002
730	21664	7972
731	21691	7941
732	21718	7911
733	21746	7880
734	21773	7850
735	21800	7819
736	21827	7789
737	21854	7758
738	21880	7727
739	21908	7697
740	21934	7666
741	21961	7636
742	21988	7605
743	22015	7575
744	22042	7544
745	22069	7514
746	22096	7483
747	22123	7453
748	22150	7422
749	22177	7392
750	22205	7362
751	22234	7332
752	22265	7303
753	22295	7274
754	22322	7243
755	22349	7213
756	22376	7182
757	22402	7152
758	22429	7121
759	22456	7091
760	22481	7060
761	22507	7029
762	22534	6999
763	22561	6969
764	22588	6938
765	22617	6909
766	22644	6878
767	22670	6848
768	22697	6818
769	22725	6788
770	22751	6757
771	22781	6728
772	22809	6698
773	22836	6668
774	22863	6637
775	22889	6607
776	22917	6577
777	22943	6546
778	22970	6516
779	23000	6487
780	23026	6456
781	23053	6426
782	23080	6396
783	23107	6366
784	23134	6336
785	23160	6305
786	23193	6277
787	23228	6249
788	23262	6221
789	23295	6192
790	23329	6164
791	23369	6137
792	23404	6109
793	23438	6080
794	23471	6052
795	23506	6024
796	23536	5994
797	23569	5966
798	23603	5937
799	23634	5908
800	23662	5878
801	23691	5849
802	23726	5820
803	23754	5791
804	23788	5762
805	23816	5732
806	23846	5703
807	23875	5673
808	23904	5643
809	23932	5613
810	23960	5583
811	23989	5554
812	24016	5524
813	24044	5494
814	24070	5463
815	24097	5433
816	24125	5403
817	24153	5373
818	24180	5343
819	24208	5314
820	24234	5283
821	24261	5253
822	24288	5223
823	24315	5193
824	24345	5164
825	24375	5134
826	24404	5105
827	24432	5075
828	24461	5045
829	24491	5016
830	24521	4986
831	24551	4957
832	24580	4927
833	24609	4898
834	24639	4868
835	24669	4839
836	24701	4810
837	24727	4780
838	24753	4750
839	24782	4720
840	24808	4690
841	24835	4660
842	24861	4630
843	24888	4600
844	24914	4570
845	24941	4540
846	24968	4510
847	24994	4480
848	25021	4450
849	25050	4420
850	25078	4390
851	25106	4361
852	25136	4331
853	25167	4302
854	25195	4272
855	25224	4243
856	25251	4213
857	25277	4183
858	25303	4153
859	25330	4123
860	25357	4093
861	25383	4063
862	25410	4033
863	25437	4004
864	25465	3974
865	25492	3944
866	25518	3914
867	25545	3884
868	25572	3854
869	25598	3825
870	25624	3795
871	25651	3765
872	25678	3735
873	25703	3705
874	25730	3675
875	25757	3646
876	25783	3616
877	25808	3586
878	25835	3556
879	25862	3526
880	25890	3497
881	25918	3467
882	25945	3437
883	25972	3408
884	25998	3378
885	26026	3348
886	26052	3319
887	26081	3289
888	26107	3259
889	26135	3230
890	26162	3200
891	26189	3170
892	26216	3141
893	26242	3111
894	26269	3081
895	26295	3052
896	26322	3022
897	26350	2992
898	26377	2963
899	26405	2933
900	26437	2904
901	26467	2875
902	26495	2846
903	26522	2816
904	26550	2787
905	26577	2757
906	26605	2727
907	26631	2698
908	26659	2668
909	26686	2639
910	26712	2609
911	26739	2580
912	26766	2550
913	26793	2521
914	26820	2491
915	26847	2461
916	26874	2432
917	26901	2402
918	26928	2373
919	26954	2343
920	26981	2314
921	27008	2284
922	27034	2255
923	27061	2225
924	27088	2196
925	27114	2166
926	27140	2137
927	27169	2107
928	27196	2078
929	27224	2049
930	27261	2020
931	27285	1990
932	27312	1961
933	27339	1931
934	27367	1902
935	27393	1873
936	27420	1843
937	27447	1814
938	27474	1784
939	27500	1755
940	27527	1725
941	27554	1696
942	27579	1667
943	27607	1637
944	27634	1608
945	27661	1578
946	27686	1549
947	27714	1520
948	27741	1490
949	27768	1461
950	27795	1432
951	27822	1402
952	27850	1373
953	27877	1344
954	27903	1314
955	27929	1285
956	27957	1256
957	27983	1226
958	28010	1197
959	28037	1168
960	28064	1138
961	28090	1109
962	28117	1080
963	28144	1051
964	28172	1021
965	28199	992
966	28226	963
967	28254	934
968	28280	904
969	28307	875
970	28334	846
971	28361	816
972	28388	787
973	28420	758
974	28448	729
975	28475	700
976	28502	670
977	28531	641
978	28559	612
979	28588	583
980	28618	554
981	28650	525
982	28681	496
983	28714	466
984	28746	437
985	28777	408
986	28809	379
987	28842	350
988	28875	321
989	28905	291
990	28936	262
991	28965	233
992	28995	204
993	29025	175
994	29055	146
995	29084	116
996	29114	87
997	29143	58
998	29173	29
999	29205	0
