iter	Logloss
0	0.54935458
1	0.4467474884
2	0.3649320698
3	0.2991041275
4	0.250985555
5	0.2185785735
6	0.1879797125
7	0.1677887867
8	0.1521167848
9	0.1374020217
10	0.1261078221
11	0.1173609504
12	0.1093994264
13	0.1033027349
14	0.09854547678
15	0.09300853108
16	0.08875882961
17	0.08471657789
18	0.08221404692
19	0.07942846373
20	0.07760792988
21	0.07566439391
22	0.07365797367
23	0.07216054388
24	0.0704251812
25	0.06933246234
26	0.0680059015
27	0.06663655148
28	0.06555245262
29	0.0634788049
30	0.06275472269
31	0.06213802441
32	0.06104143686
33	0.0601734382
34	0.05936200255
35	0.05863100902
36	0.05792186199
37	0.05723596019
38	0.0556506338
39	0.05486286114
40	0.05403985852
41	0.05330539404
42	0.05275352868
43	0.05197643888
44	0.05143948311
45	0.05090522128
46	0.05033500592
47	0.04986795239
48	0.04924284462
49	0.04863460684
50	0.0480866225
51	0.04736144345
52	0.04666024133
53	0.0463225503
54	0.04598101492
55	0.0453155409
56	0.04469752609
57	0.04389606471
58	0.04315004328
59	0.04268381094
60	0.04232817475
61	0.04209647666
62	0.04160078196
63	0.04079874123
64	0.04026099346
65	0.03995749094
66	0.03946494682
67	0.0391522466
68	0.0387779281
69	0.0384258046
70	0.03818815842
71	0.03730884368
72	0.03708086815
73	0.03646071545
74	0.03620602811
75	0.03571948767
76	0.03543885937
77	0.03492410162
78	0.03462249688
79	0.03435414969
80	0.03408659902
81	0.03393526235
82	0.03354654055
83	0.03310045252
84	0.03297624175
85	0.03269943714
86	0.03246901451
87	0.03228223651
88	0.03207986665
89	0.0319136911
90	0.03167745749
91	0.03148595661
92	0.03118740929
93	0.03098052904
94	0.03074844575
95	0.03051702573
96	0.03023828463
97	0.02993707135
98	0.02979021982
99	0.0294366437
100	0.02911620973
101	0.02879863509
102	0.02868954387
103	0.02828512493
104	0.02810196398
105	0.02790995233
106	0.0277478107
107	0.02755064908
108	0.02728462564
109	0.02707773197
110	0.02689514769
111	0.02684017621
112	0.02651844012
113	0.02634614017
114	0.02615732786
115	0.02588763122
116	0.02582083472
117	0.02567779439
118	0.02558008774
119	0.02545345539
120	0.02533428619
121	0.02523058186
122	0.02506595509
123	0.02488873314
124	0.02467937927
125	0.02455065894
126	0.02443679895
127	0.02420771676
128	0.02397839972
129	0.02385104238
130	0.02374922853
131	0.02354658099
132	0.02324037698
133	0.02304300202
134	0.02284086119
135	0.02266824373
136	0.02259971225
137	0.02249252388
138	0.02231642376
139	0.02220345739
140	0.02168905729
141	0.0215559043
142	0.02136379802
143	0.02126300249
144	0.0211603017
145	0.02113331605
146	0.02106171401
147	0.020890666
148	0.02084099424
149	0.02081604608
150	0.02067166184
151	0.02057588288
152	0.02053864564
153	0.02046487657
154	0.0203434281
155	0.02019373248
156	0.02011730988
157	0.02010467719
158	0.0200350722
159	0.01999531512
160	0.01998190324
161	0.01987014994
162	0.01965177573
163	0.01952825364
164	0.01951342992
165	0.01927449089
166	0.01916221682
167	0.01910205343
168	0.01909157909
169	0.0189955871
170	0.01893719224
171	0.01876568302
172	0.01859888926
173	0.01852574923
174	0.01841601022
175	0.01836681467
176	0.01826547563
177	0.01820019378
178	0.01812172605
179	0.01801669533
180	0.01797107909
181	0.01771926517
182	0.01770661482
183	0.01765933314
184	0.0175790481
185	0.01746175326
186	0.0173918262
187	0.01731011277
188	0.01723777277
189	0.01719961089
190	0.01719126655
191	0.01713023352
192	0.01698987421
193	0.01689711656
194	0.01679036272
195	0.01671805452
196	0.01656181665
197	0.01647551557
198	0.01630276698
199	0.01614492138
200	0.01607140469
201	0.01602329685
202	0.01594706693
203	0.01591044502
204	0.01584611877
205	0.01576494298
206	0.01568495654
207	0.01560448478
208	0.01555213403
209	0.01545030309
210	0.01536024747
211	0.01531299257
212	0.01530774098
213	0.01523819466
214	0.01516640039
215	0.01498993217
216	0.01495055825
217	0.01487052733
218	0.01483255801
219	0.01481532998
220	0.01476073911
221	0.01470507365
222	0.01463360943
223	0.01456802974
224	0.01452895068
225	0.01446008323
226	0.01425545629
227	0.01416284473
228	0.01414519377
229	0.01408263386
230	0.01403538992
231	0.01401183631
232	0.01397232675
233	0.01396541465
234	0.0139404321
235	0.01387971393
236	0.01387971471
237	0.01382975592
238	0.01380659234
239	0.01378766303
240	0.01368435423
241	0.01366876747
242	0.0136494555
243	0.01362753518
244	0.01360731328
245	0.0135049477
246	0.01350494055
247	0.01349052036
248	0.01346096543
249	0.013425755
250	0.01338799449
251	0.01334078211
252	0.01331289288
253	0.01321811466
254	0.01314328205
255	0.0130980059
256	0.01305360387
257	0.0130174913
258	0.01299407528
259	0.01285522081
260	0.01279924015
261	0.01270727107
262	0.01268998511
263	0.01264945192
264	0.01257839637
265	0.01257466874
266	0.01256401974
267	0.01251262851
268	0.01248892676
269	0.01243287914
270	0.01238498287
271	0.01233509726
272	0.01233508422
273	0.01233508305
274	0.01232139431
275	0.01225071173
276	0.01222323276
277	0.01216466717
278	0.01211280311
279	0.01208974761
280	0.01204707709
281	0.01196305918
282	0.0118733224
283	0.01180128687
284	0.01174372354
285	0.01171025301
286	0.01169556735
287	0.01165086742
288	0.01160501482
289	0.01157977502
290	0.01155520473
291	0.01150868911
292	0.01149155471
293	0.01144296366
294	0.01144296366
295	0.01141098378
296	0.01139686221
297	0.01131605399
298	0.01129696008
299	0.01126330105
300	0.01124682562
301	0.01120629666
302	0.011193882
303	0.01113652019
304	0.01109191943
305	0.01104867116
306	0.01104865078
307	0.01103955078
308	0.01098207652
309	0.01098207633
310	0.01098166324
311	0.01098164839
312	0.0109778456
313	0.01096480919
314	0.01096480895
315	0.01088289851
316	0.01085807251
317	0.01084194208
318	0.01080648031
319	0.01078540047
320	0.01071548198
321	0.01062039875
322	0.01058842094
323	0.01057040265
324	0.01055199026
325	0.01051251851
326	0.01050988652
327	0.01049567522
328	0.01047861122
329	0.01041976669
330	0.01036344941
331	0.01035378854
332	0.01032289833
333	0.01029073706
334	0.01029073241
335	0.01027577106
336	0.01022196458
337	0.0102024737
338	0.01018886491
339	0.01016338336
340	0.01008533048
341	0.010051549
342	0.0100396107
343	0.01000692551
344	0.009989920965
345	0.009955186342
346	0.00992654435
347	0.009926536047
348	0.009926528816
349	0.009926518796
350	0.009918750111
351	0.009918735551
352	0.009918735551
353	0.009918735551
354	0.009895198019
355	0.009850676287
356	0.009850676287
357	0.00983413277
358	0.009773589219
359	0.009741400052
360	0.009717446769
361	0.009636398841
362	0.009600870325
363	0.009570190902
364	0.00954258928
365	0.009522722837
366	0.009512844397
367	0.009492330257
368	0.009474773327
369	0.009430216374
370	0.00940102026
371	0.009374653358
372	0.009310966513
373	0.009297249477
374	0.009288145411
375	0.009258158146
376	0.009233707875
377	0.009233701536
378	0.009233699542
379	0.009233688414
380	0.009233688393
381	0.009217317704
382	0.009217311416
383	0.009217294937
384	0.009217272234
385	0.009217241929
386	0.009217219765
387	0.009217200505
388	0.009217184132
389	0.009217162472
390	0.00921715174
391	0.009217129446
392	0.009217115003
393	0.009217095856
394	0.009217081463
395	0.009217059257
396	0.009217043633
397	0.009217027718
398	0.00921701202
399	0.009216994081
400	0.009216973375
401	0.009216935406
402	0.009216935406
403	0.009216905366
404	0.009216888366
405	0.009216888366
406	0.009216880945
407	0.009216873805
408	0.009142836835
409	0.009142824336
410	0.009142824336
411	0.009142824336
412	0.009142824336
413	0.009142824336
414	0.009142824336
415	0.009142824336
416	0.009142824336
417	0.009142824336
418	0.009142824336
419	0.009142824336
420	0.0091331999
421	0.009120444012
422	0.009105852634
423	0.009092998978
424	0.009071653374
425	0.009059532999
426	0.009059532999
427	0.009051343024
428	0.009014772506
429	0.009002389245
430	0.008979129993
431	0.008932385704
432	0.008880288915
433	0.008880273975
434	0.00887116558
435	0.00887116558
436	0.00887116558
437	0.00887116558
438	0.008864057182
439	0.008864051418
440	0.008864041858
441	0.008864010976
442	0.00886399813
443	0.008863972504
444	0.00885469775
445	0.008803875954
